10938-18584,39,non
41069-18584,26,non
3295-18584,33,non
4318-18584,32,non
4936-18584,27,non
472-18584,21,non
3165-18584,17,non
124-18584,45,non
10812-18584,38,non
18584-2050,27,non
18584-3667,16,non
4923-18584,49,non
135-18584,41,non
267-18584,45,non
573-18584,21,non
18748-18584,21,non
11096-18584,26,non
29522-18584,82,non
521-18584,35,non
12876-18584,32,non
2890-18584,71,non
3425-18584,41,non
18584-552,20,non
3129-18584,21,non
3396-18584,32,non
131-18584,41,non
887-18584,44,non
4864-18584,26,non
6116-18584,24,non
494-18584,29,non
8606-18584,21,non
38436-18584,26,non
313-18584,33,non
176-18584,31,non
533-18584,23,non
10683-18584,37,non
510-18584,19,non
4517-18584,27,non
101-18584,21,non
2800-18584,23,non
2241-18584,14,non
4900-3003,24,non
4900-984,151,friends
4900-241,60,non
4900-756,182,friends
4900-19470,28,non
4785-4900,158,non
4900-109821,25,non
4900-1384,60,non
4900-726,44,non
4900-332,36,non
4900-117492,105,non
4900-1069,31,non
4900-29522,150,non
4900-2890,22,non
4900-552,52,non
4900-887,49,non
4900-190023,15,non
4900-38436,32,non
4900-19709,25,non
4900-14509,52,non
4900-10683,33,non
1488-2704,44,non
3206-1488,86,non
2810-1488,27,non
446-1488,42,non
551-1488,22,non
3222-1488,49,non
4806-1488,27,non
1488-19164,34,non
401-1488,38,non
491-1488,44,non
1488-1180,27,non
48860-1488,22,non
576-1488,41,non
1488-3382,32,non
1488-6425,42,non
3273-1488,38,non
1488-48879,23,non
10445-1488,45,non
18898-1488,35,non
4632-1488,38,non
4799-1488,29,non
635-1488,31,non
1488-1508,23,non
6756-1488,44,non
3476-1488,33,non
267-1488,23,non
112220-1488,24,non
3475-1488,115,non
1488-341,128,non
3279-1307,31,non
3756-3279,99,non
3279-1940,44,non
4989-3279,62,non
19401-3279,28,non
3279-1440,76,non
10764-3279,21,non
3279-753,34,non
3279-111,33,non
3279-19294,76,non
1426-3279,56,non
1618-3279,64,non
3003-3279,46,non
3279-241,56,non
4902-3279,32,non
48860-3279,30,non
3395-3279,47,non
11349-3279,41,non
346-3279,16,non
10513-3279,21,non
3279-3384,45,non
457-3279,21,non
29557-3279,26,non
19768-3279,63,non
3279-109821,19,non
531-3279,28,non
170-3279,45,non
4879-3279,39,non
3440-3279,19,non
3245-3279,26,non
38706-3279,33,non
3279-332,20,non
3295-3279,32,non
4318-3279,39,non
3279-49906,24,non
185-3279,43,non
3279-2050,35,non
3279-108555,24,non
668-3279,32,non
272-3279,26,non
3279-2890,27,non
38537-3279,24,non
3129-3279,43,non
3396-3279,42,non
3336-3279,40,non
3279-887,15,non
3279-43122,17,non
5169-3279,26,non
2998-3279,33,non
48537-3279,22,non
15281-3279,37,non
4319-3279,27,non
3756-1307,28,non
4989-1307,27,non
19401-1307,51,non
1440-1307,33,non
1307-898,110,non
1307-2357,28,non
10764-1307,34,non
1307-2193,100,friends
446-1307,36,non
11060-1307,26,non
2363-1307,160,non
2798-1307,31,non
4806-1307,29,non
3328-1307,22,non
1307-19294,25,non
116441-1307,43,non
1307-48892,61,non
53-1307,17,friends
4302-1307,32,non
1307-3003,62,non
48860-1307,63,non
3395-1307,54,non
3463-1307,34,non
3128-1307,88,non
4466-1307,35,non
2355-1307,48,non
4815-1307,70,non
1346-1307,41,non
457-1307,32,non
12788-1307,36,non
4368-1307,32,non
4855-1307,36,non
177-1307,24,non
158-1307,22,non
4489-1307,62,non
4879-1307,33,non
1307-14896,56,non
3440-1307,46,non
1307-332,47,non
10938-1307,25,non
6199-1307,43,non
3295-1307,60,non
4318-1307,32,non
472-1307,55,non
124-1307,44,non
1307-111120,107,non
4923-1307,23,non
1307-135,21,non
267-1307,21,non
18748-1307,27,non
10467-1307,46,non
39034-1307,22,non
2890-1307,68,non
3425-1307,53,non
3129-1307,24,non
3396-1307,21,non
494-1307,31,non
1307-8606,25,non
313-1307,24,non
4738-1307,22,non
2998-1307,27,non
4478-1307,21,non
510-1307,19,non
221-1307,22,non
4319-1307,22,non
337-1725,79,non
1725-38121,45,non
4804-1725,51,non
6425-1725,115,non
19769-1725,311,non
3012-1725,219,non
1725-3349,63,non
1725-3439,24,non
6038-1725,92,non
4799-1725,22,non
17205-1725,35,non
19574-1725,21,non
8606-1725,27,non
6453-1725,89,non
3756-337,85,non
337-1201,56,non
337-1198,24,non
4989-337,63,non
337-6156,60,non
337-2704,58,non
337-3206,65,non
337-2810,68,non
337-786,38,non
588-337,109,non
337-446,72,non
337-11060,24,non
4794-337,103,non
337-2319,22,non
4806-337,56,non
337-38121,60,non
3631-337,45,non
337-4929,40,non
337-3328,50,non
486-337,85,friends
401-337,83,non
337-19404,35,non
48860-337,46,non
337-10837,36,non
337-3395,18,non
337-6155,22,non
4804-337,97,non
337-6425,48,friends
19769-337,63,non
1108-337,20,non
3273-337,36,non
444-337,27,non
211-337,59,non
337-18898,67,non
531-337,17,non
3012-337,48,friends
680-337,60,non
4879-337,27,non
337-3349,41,non
976-337,31,non
337-3439,24,non
337-14446,47,non
3440-337,17,non
469-337,28,non
6038-337,106,non
337-11097,51,non
337-3682,52,non
337-332,25,non
436-337,43,non
4678-337,47,non
350-337,50,non
14406-337,23,non
4318-337,39,non
4936-337,46,non
337-3165,23,non
337-10812,35,non
337-3667,34,non
1146-337,33,non
17205-337,83,non
135-337,28,non
267-337,47,non
337-573,26,non
11096-337,41,non
98-337,15,non
521-337,34,non
1282-337,24,non
337-131,54,non
6116-337,48,non
490-337,40,non
494-337,32,non
337-8606,26,non
337-2638,22,non
337-19544,26,non
313-337,33,non
19709-337,24,non
15505-337,16,non
1388-337,27,non
533-337,39,non
5717-337,20,non
4517-337,25,non
6453-337,53,friends
337-1773,14,non
337-11295,35,non
2241-337,24,non
4319-337,29,non
3756-1201,87,non
3756-1198,35,non
4989-3756,214,friends
3756-6156,52,non
19401-3756,24,non
3756-2704,63,non
3756-1440,78,non
3756-3206,64,non
2810-3756,67,non
3756-786,60,non
588-3756,118,non
3756-446,85,non
11060-3756,99,non
4794-3756,109,non
3756-2319,40,non
4806-3756,65,non
3631-3756,66,non
3756-4929,41,non
3756-3328,89,non
3756-19294,57,non
486-3756,122,non
3756-19164,20,non
401-3756,77,non
3756-1618,54,friends
3756-3003,21,non
3756-241,42,friends
3756-3935,29,non
19404-3756,42,non
48860-3756,42,non
3756-10837,72,non
4730-3756,21,non
3756-3395,23,non
3756-6155,24,non
4804-3756,24,non
11349-3756,57,non
1108-3756,27,non
3273-3756,34,non
346-3756,73,non
3756-3384,93,friends
211-3756,70,non
3756-18898,72,non
531-3756,28,non
3756-170,22,non
4879-3756,117,friends
3756-14446,60,non
3756-3440,30,non
3756-469,17,non
3756-11097,71,non
3756-3682,92,non
436-3756,66,non
4678-3756,74,non
350-3756,53,non
4318-3756,99,non
4936-3756,47,non
3756-3165,26,non
124-3756,16,non
3756-10812,40,non
836-3756,27,non
3756-108555,41,non
3756-3667,42,non
135-3756,35,non
267-3756,50,non
573-3756,23,non
11096-3756,45,non
272-3756,28,non
98-3756,19,non
521-3756,45,non
3756-2890,35,non
3129-3756,39,non
3756-131,68,non
6116-3756,67,non
490-3756,58,non
494-3756,30,friends
3756-19544,30,non
313-3756,35,non
15505-3756,26,non
1388-3756,28,non
533-3756,48,non
2998-3756,81,non
5717-3756,22,non
3756-323,25,non
510-3756,16,non
4517-3756,25,non
1773-3756,20,non
3756-11295,43,non
2241-3756,33,non
4319-3756,74,non
113660-1940,21,non
113660-19401,61,non
113660-19164,63,non
113660-869,144,non
10393-113660,20,non
4686-113660,26,non
113660-48879,86,non
113660-10368,40,non
113660-4914,35,non
113660-10410,13,non
113660-1304,79,non
113660-113659,157,friends
113660-10731,54,non
10445-113660,21,non
113660-11032,28,non
158-113660,27,non
113660-11074,21,non
113660-513,158,non
113660-3353,28,non
41069-113660,30,non
113660-2344,72,non
113660-49415,106,non
125365-113660,46,non
113660-3475,27,non
128668-113660,31,non
19935-113660,26,non
113660-2638,31,non
91707-113660,30,non
113660-5169,80,non
113660-3448,46,non
4858-18916,33,non
16936-18916,277,non
18916-880,96,non
18808-18916,212,non
18916-107802,179,friends
18916-16817,89,friends
19401-1940,25,non
4820-1940,25,friends
1940-49383,19,non
1940-4794,35,non
753-1940,49,non
1940-111,53,non
2798-1940,18,non
4929-1940,51,non
19294-1940,15,non
1274-1940,43,non
1618-1940,22,non
3003-1940,22,non
4880-1940,68,non
4902-1940,42,non
3395-1940,36,non
4985-1940,35,non
10393-1940,81,non
1400-1940,35,non
10368-1940,54,non
10410-1940,71,non
457-1940,24,non
211-1940,52,non
10374-1940,51,friends
3252-1940,20,non
170-1940,33,non
578-1940,25,non
1940-11074,30,non
3353-1940,49,non
3295-1940,32,non
185-1940,43,non
5234-1940,21,non
668-1940,17,non
3425-1940,27,non
125365-1940,72,non
3396-1940,34,non
3336-1940,39,non
1940-43122,32,friends
128668-1940,24,non
2638-1940,31,non
91707-1940,44,non
5169-1940,25,non
2800-1940,23,non
15281-1940,27,non
4989-1201,78,non
6156-1201,88,non
2704-1201,100,non
3206-1201,51,non
2810-1201,51,non
786-1201,33,non
588-1201,154,non
446-1201,49,non
11060-1201,65,non
4794-1201,115,non
2319-1201,163,friends
4806-1201,47,non
3631-1201,21,non
4929-1201,79,non
3328-1201,49,non
486-1201,74,friends
1274-1201,29,non
401-1201,56,friends
4913-1201,38,non
4902-1201,21,non
19404-1201,52,non
48860-1201,42,non
10837-1201,55,non
4985-1201,34,non
6155-1201,35,non
1108-1201,26,friends
3273-1201,46,non
211-1201,48,friends
18898-1201,73,non
531-1201,22,friends
170-1201,21,non
578-1201,23,friends
4879-1201,26,non
14446-1201,51,non
11097-1201,63,non
3682-1201,53,non
436-1201,37,friends
4678-1201,33,non
350-1201,26,non
4318-1201,32,non
4936-1201,45,non
3165-1201,30,non
10812-1201,44,non
3667-1201,30,non
267-1201,37,non
573-1201,23,non
11096-1201,46,non
98-1201,24,non
521-1201,31,non
1201-1406,58,non
131-1201,63,non
6116-1201,78,non
490-1201,32,non
494-1201,28,non
19544-1201,28,non
313-1201,24,non
533-1201,27,non
5717-1201,28,non
1773-1201,25,non
11295-1201,37,non
2241-1201,32,friends
4319-1201,21,non
6156-1198,88,non
1198-2704,41,non
1198-3206,33,non
2810-1198,26,non
786-1198,36,non
588-1198,151,non
446-1198,58,non
11060-1198,37,non
4794-1198,32,non
1198-2319,87,non
4806-1198,24,non
3631-1198,112,non
4929-1198,13,non
3328-1198,65,non
486-1198,32,non
401-1198,93,non
3935-1198,23,non
19404-1198,139,non
1198-10837,92,non
6155-1198,44,non
3273-1198,19,non
1198-19585,40,non
211-1198,35,friends
18898-1198,62,non
1198-18517,78,non
11097-1198,34,non
3682-1198,107,non
436-1198,24,non
350-1198,52,friends
10812-1198,47,non
3667-1198,60,non
267-1198,52,non
573-1198,26,non
11096-1198,73,non
98-1198,35,non
3155-1198,33,non
131-1198,39,non
6116-1198,45,non
490-1198,52,non
19544-1198,35,non
533-1198,24,non
5717-1198,50,non
323-1198,69,non
1773-1198,44,non
11295-1198,33,non
2241-1198,24,non
4989-6156,30,non
19401-4989,63,non
4989-2704,47,non
4989-1440,87,non
4989-3206,38,non
2810-4989,30,non
588-4989,101,non
4989-446,23,non
4989-11060,27,non
4989-4794,62,non
4989-2319,53,non
4806-4989,26,non
4989-19294,72,non
4989-486,31,non
401-4989,39,non
4989-1618,56,non
4989-241,64,friends
4880-4989,19,non
4989-19404,21,non
4989-10837,45,non
4989-4730,36,non
4804-4989,16,non
11349-4989,81,non
1108-4989,12,non
4989-346,44,non
4989-3384,111,non
4989-211,35,non
4989-18898,39,non
4989-531,14,non
4879-4989,82,friends
4989-14446,35,non
4989-3440,29,non
4989-11097,19,non
436-4989,38,non
4678-4989,34,non
350-4989,31,non
4318-4989,139,non
4989-4936,45,non
4989-10812,20,non
836-4989,20,non
4989-108555,63,non
4989-135,16,non
267-4989,21,non
4989-573,18,non
4989-11096,15,non
4989-272,37,non
521-4989,23,non
4989-2890,32,non
4989-3129,44,non
4989-131,48,non
6116-4989,28,non
490-4989,31,non
494-4989,32,non
4989-19544,24,non
313-4989,18,non
4989-15505,20,non
1388-4989,16,non
533-4989,23,non
2998-4989,58,non
5717-4989,12,non
4517-4989,15,non
2241-4989,15,non
4319-4989,62,non
6156-2704,80,non
6156-3206,37,non
49383-6156,13,non
2810-6156,49,non
786-6156,21,non
588-6156,162,non
6156-446,39,non
11060-6156,66,non
4794-6156,66,non
6156-111,57,non
6156-2798,23,non
6156-2319,79,non
4806-6156,42,non
3631-6156,85,non
6156-4929,59,non
6156-3328,81,non
486-6156,69,non
1274-6156,21,non
401-6156,106,non
6156-11067,13,non
3412-6156,64,non
3935-6156,32,non
4902-6156,27,non
19404-6156,89,non
48860-6156,32,non
6156-10837,105,non
19603-6156,33,non
6155-6156,292,friends
4804-6156,42,non
10393-6156,12,non
947-6156,12,non
4686-6156,39,non
6156-6425,34,non
3273-6156,42,non
10388-6156,27,non
2211-6156,46,non
6156-19585,15,non
211-6156,44,non
6156-18898,61,non
6156-531,19,non
179156-6156,50,non
6156-226,16,non
6156-170,14,non
6156-578,31,non
6156-18517,39,non
6156-14446,28,non
6156-3440,32,non
11097-6156,53,non
6156-3682,85,non
436-6156,44,non
4678-6156,30,non
350-6156,96,non
4318-6156,25,non
6156-4936,14,non
6156-3165,21,non
2344-6156,42,non
10812-6156,45,non
117729-6156,59,non
6156-3667,82,non
135-6156,24,non
267-6156,60,non
573-6156,26,non
6156-112220,24,non
11096-6156,56,non
98-6156,104,non
521-6156,30,non
3155-6156,25,non
6156-3129,21,non
6156-3396,14,non
6156-131,63,non
3342-6156,46,non
6116-6156,134,friends
490-6156,41,non
494-6156,29,non
6156-19544,25,non
313-6156,24,non
3480-6156,23,non
533-6156,23,non
5717-6156,54,non
6156-323,32,non
510-6156,19,non
4517-6156,31,non
1773-6156,50,non
6156-11295,29,non
2241-6156,41,non
408-6156,17,non
19194-39579,19,non
39612-19194,57,non
10971-19194,63,non
2360-19194,29,non
39561-19194,28,non
2398-19194,63,non
1400-19194,18,non
4956-19194,54,non
10911-19194,70,non
39556-19194,44,non
19194-880,38,non
1468-19194,49,non
4947-19194,102,non
111011-19194,31,non
175-19194,29,non
109236-19194,19,non
105321-19194,28,non
18931-19194,35,non
110523-19194,28,non
1100-19194,22,non
19194-111026,61,non
39745-19194,21,non
110717-19194,75,non
16464-19194,36,non
19401-1440,22,non
19401-2357,30,non
10764-19401,31,non
11060-19401,48,non
19401-2798,26,non
19401-3328,28,non
19401-19294,39,non
19401-2361,27,non
4302-19401,31,non
19401-3003,53,non
4893-19401,33,non
19401-869,23,non
19401-4161,21,non
48860-19401,41,non
576-19401,25,non
19401-4730,24,non
19401-3395,32,non
19401-1075,22,non
3463-19401,26,non
10393-19401,19,non
3128-19401,27,non
4466-19401,24,non
2355-19401,52,non
4815-19401,41,non
19401-48879,21,non
19401-10368,14,non
19401-4914,23,non
28448-19401,47,non
19401-457,27,non
12788-19401,23,non
531-19401,25,non
4855-19401,26,non
976-19401,56,non
28804-19401,35,non
19401-109724,18,non
19401-3353,20,non
19401-3440,39,non
3245-19401,33,non
19401-332,29,non
41069-19401,30,non
19401-3295,30,non
4318-19401,34,non
4936-19401,21,non
472-19401,27,non
124-19401,44,non
19401-4088,28,non
19401-1146,24,non
10467-19401,19,non
19401-39034,27,non
19401-2890,47,non
19401-3425,27,non
3129-19401,24,non
4864-19401,30,non
19401-105528,20,non
19401-494,11,non
19935-19401,21,non
19401-719,25,non
19401-6278,15,non
2998-19401,21,non
4319-19401,21,non
4657-11019,20,non
2810-11019,31,non
11019-2357,93,non
11019-1542,42,non
11019-2341,34,non
11019-854,20,friends
551-11019,31,non
4806-11019,84,friends
486-11019,43,friends
11067-11019,64,non
491-11019,71,non
4797-11019,21,non
3935-11019,108,friends
947-11019,58,non
3273-11019,137,non
28448-11019,21,non
211-11019,38,non
11032-11019,17,non
226-11019,53,friends
11019-18517,22,non
49370-11019,87,friends
12321-11019,164,friends
11019-24266,33,non
4717-11019,69,non
4799-11019,38,non
4678-11019,70,non
350-11019,51,non
4761-11019,33,non
3476-11019,86,non
1146-11019,19,non
11019-123684,35,non
105294-11019,56,non
381-11019,57,non
44256-11019,15,non
3206-2704,108,non
2810-2704,60,non
786-2704,38,non
588-2704,104,non
446-2704,77,non
11060-2704,52,non
4794-2704,71,non
2798-2704,23,non
2319-2704,67,non
4806-2704,40,non
2631-2704,35,non
3631-2704,24,non
4929-2704,34,non
3328-2704,44,non
486-2704,58,non
2704-2361,37,non
1274-2704,28,non
401-2704,67,non
19404-2704,51,non
48860-2704,41,non
576-2704,51,non
10837-2704,61,non
2704-4730,30,non
2758-2704,26,non
3395-2704,29,non
2704-1075,18,non
6155-2704,41,non
6425-2704,22,non
3273-2704,42,non
211-2704,31,non
1414-2704,28,non
10445-2704,24,non
18898-2704,85,non
179156-2704,31,non
578-2704,21,non
28804-2704,56,non
14446-2704,44,non
11097-2704,35,non
3682-2704,61,non
436-2704,45,non
4678-2704,27,non
993-2704,32,non
350-2704,52,non
4318-2704,33,non
4936-2704,41,non
635-2704,43,non
3165-2704,44,non
124-2704,21,non
10812-2704,56,non
1516-2704,21,non
3667-2704,36,non
135-2704,24,non
267-2704,48,non
573-2704,28,non
11096-2704,48,non
98-2704,22,non
521-2704,30,non
3129-2704,19,non
3475-2704,32,non
2704-341,40,non
3396-2704,26,non
131-2704,51,non
6116-2704,53,non
490-2704,26,non
105528-2704,36,non
494-2704,29,non
719-2704,60,non
19544-2704,31,non
313-2704,21,non
15505-2704,31,non
533-2704,35,non
5717-2704,47,non
4517-2704,26,non
1773-2704,29,non
2800-2704,21,non
11295-2704,38,non
2241-2704,35,non
1440-19294,43,non
1203-1440,76,non
1618-1440,13,non
3003-1440,30,non
1827-1440,84,friends
241-1440,29,friends
205-1440,87,friends
49804-1440,101,non
11349-1440,79,non
1108-1440,40,friends
346-1440,30,non
3384-1440,45,non
680-1440,44,friends
4879-1440,74,non
3440-1440,35,non
1440-469,22,non
4318-1440,78,non
12505-1440,28,non
1440-108555,19,non
272-1440,52,non
2890-1440,25,non
3129-1440,45,non
247-1440,27,non
2998-1440,69,non
8704-1440,64,friends
8680-1440,39,friends
4319-1440,53,non
3486-661,32,non
19074-661,30,non
3003-661,52,non
984-661,51,non
661-756,70,friends
4785-661,39,non
10624-661,26,non
661-332,13,non
661-117492,22,non
1671-661,28,non
635-661,64,non
661-103755,23,non
661-103754,30,non
661-105286,38,non
10764-898,27,non
2193-898,76,non
446-898,70,non
753-898,28,non
898-111,20,friends
2363-898,70,friends
116441-898,22,non
48892-898,24,non
53-898,52,friends
3003-898,23,non
3463-898,32,non
3128-898,125,non
4466-898,60,non
4815-898,43,non
1346-898,58,non
457-898,21,non
4368-898,22,non
4855-898,33,non
158-898,40,non
4489-898,54,non
695-898,23,non
14896-898,64,non
332-898,26,non
6199-898,31,non
3295-898,61,non
124-898,25,non
39034-898,26,non
4738-898,46,non
510-898,25,non
221-898,27,non
101-898,30,non
2810-3206,74,non
786-3206,43,non
588-3206,73,non
446-3206,90,non
11060-3206,46,non
4794-3206,47,non
3206-10727,23,non
3206-2319,56,non
4806-3206,36,non
4858-3206,22,non
3631-3206,44,non
3206-4929,66,non
3328-3206,48,non
486-3206,45,non
3206-19164,30,non
401-3206,64,non
3206-4893,14,non
3935-3206,17,non
19404-3206,56,non
48860-3206,49,non
3206-10837,69,non
3206-4730,22,non
3395-3206,26,non
6155-3206,15,non
3206-3382,22,non
3273-3206,33,non
211-3206,29,non
3206-1414,33,non
3206-10445,29,non
18898-3206,58,non
14446-3206,53,non
11097-3206,42,non
3682-3206,56,non
436-3206,40,non
4678-3206,29,non
350-3206,39,non
4318-3206,32,non
4936-3206,31,non
3165-3206,34,non
10812-3206,42,non
3206-3667,28,non
135-3206,21,non
267-3206,54,non
573-3206,30,non
11096-3206,52,non
521-3206,31,non
3206-1148,37,non
3475-3206,39,non
3206-341,78,non
3396-3206,19,non
131-3206,56,non
6116-3206,47,non
490-3206,29,non
19544-3206,25,non
313-3206,22,non
533-3206,27,non
5717-3206,34,non
323-3206,20,non
3206-3359,16,non
1773-3206,30,non
11295-3206,36,non
2241-3206,30,non
4657-1542,53,non
4657-2341,186,non
854-4657,21,non
4806-4657,33,friends
2631-4657,19,non
11067-4657,45,non
3935-4657,24,friends
4657-1948,28,friends
4804-4657,37,non
4657-18517,27,non
4632-4657,101,non
18412-4657,146,non
14446-4657,14,non
19459-4657,30,non
44256-4657,39,non
3379-4657,20,non
4657-33491,34,non
3229-4657,19,non
4657-10733,26,non
3359-4657,22,non
3486-4820,45,non
4860-4820,79,friends
5843-4820,22,friends
10513-4820,23,non
14858-4820,20,non
2305-4820,33,non
2971-4820,34,non
170-4820,19,non
14967-4820,32,non
100899-4820,34,non
43122-4820,42,non
832-4820,15,non
786-4930,59,non
108899-4930,37,non
4930-111,22,non
4930-2361,40,non
4913-4930,23,non
1479-4930,21,non
4860-4930,23,non
2204-4930,27,non
4930-2366,29,non
3252-4930,54,non
185-4930,25,non
4793-4930,25,non
112220-4930,26,non
118283-4930,24,non
4517-4930,22,non
1010-49383,94,non
49383-111,29,non
2798-49383,32,non
4929-49383,23,non
1274-49383,40,non
3412-49383,240,non
4902-49383,27,non
19603-49383,51,non
49383-6155,28,non
4496-49383,39,non
49383-38878,26,non
10388-49383,35,non
444-49383,41,non
457-49383,29,non
2211-49383,163,non
1786-49383,274,friends
179156-49383,81,non
4435-49383,27,non
578-49383,116,non
3349-49383,37,non
436-49383,55,non
49386-49383,269,friends
49383-3165,16,non
2344-49383,45,non
117729-49383,68,non
98-49383,34,non
49383-12876,22,non
49383-2252,64,non
105528-49383,30,non
3480-49383,29,non
2810-786,40,non
2810-1542,34,non
588-2810,85,non
2810-2341,26,non
2810-446,117,non
2810-854,57,non
2810-11060,17,non
551-2810,103,non
2810-3222,118,non
2810-4794,62,non
2810-2319,21,non
4806-2810,63,non
3631-2810,38,non
2810-4929,42,non
2810-3328,59,non
486-2810,63,non
401-2810,75,non
11067-2810,35,non
491-2810,251,non
2810-4797,35,non
3935-2810,29,non
2810-1948,26,non
19404-2810,42,non
48860-2810,50,non
576-2810,26,non
2810-10837,45,non
2810-3395,30,non
2810-6155,24,non
2810-4804,15,non
947-2810,22,non
1108-2810,20,non
3273-2810,74,non
10368-2810,18,non
211-2810,58,non
2810-1414,25,non
2810-11032,19,non
2810-18898,71,non
531-2810,23,non
2810-179156,23,non
2810-226,18,non
2810-18517,22,non
4879-2810,22,non
3439-2810,30,non
49370-2810,20,non
2810-14446,57,non
2810-12321,29,non
2810-24266,74,non
4717-2810,64,non
2810-11097,28,non
4799-2810,28,non
2810-3682,39,non
436-2810,40,non
4678-2810,71,non
350-2810,112,non
4318-2810,42,non
4936-2810,20,non
2810-635,22,non
2810-3165,25,non
2810-10812,40,non
4761-2810,85,non
2810-3667,41,non
2810-3476,24,non
135-2810,37,non
267-2810,65,non
2810-573,19,non
11096-2810,49,non
2810-105294,42,non
2810-98,60,non
521-2810,38,non
2810-19459,15,non
2810-3129,16,non
2810-381,38,non
2810-3396,32,non
44256-2810,29,non
2810-131,51,non
6116-2810,56,non
490-2810,33,non
494-2810,27,non
3379-2810,54,non
2810-33491,36,non
2810-19544,21,non
313-2810,30,non
15505-2810,16,non
3229-2810,62,non
1388-2810,20,non
533-2810,62,non
5717-2810,33,non
4517-2810,25,non
2810-3359,26,non
1773-2810,18,non
2810-2800,15,non
4690-2810,43,non
2810-11295,30,non
2241-2810,34,non
4319-2810,23,non
10764-2357,62,non
11060-2357,47,non
753-2357,28,non
2357-111,30,non
10727-2357,28,non
1265-2357,19,non
2798-2357,24,non
3328-2357,32,non
2357-19294,23,non
116441-2357,25,non
1274-2357,27,non
53-2357,30,non
4302-2357,97,non
3003-2357,39,non
48860-2357,34,non
3463-2357,59,non
4466-2357,45,non
2355-2357,29,non
4815-2357,45,non
1346-2357,37,non
457-2357,56,non
12788-2357,51,non
29557-2357,41,non
4368-2357,43,non
10582-2357,48,non
38495-2357,31,non
531-2357,22,non
10624-2357,110,non
4855-2357,70,non
177-2357,42,non
158-2357,21,non
3440-2357,40,non
469-2357,24,non
332-2357,27,non
10938-2357,59,non
3295-2357,22,non
1394-2357,90,friends
4936-2357,40,non
472-2357,32,non
2357-3165,22,non
124-2357,34,non
28399-2357,35,friends
2357-123684,36,non
10467-2357,19,non
2890-2357,29,non
3425-2357,29,non
3129-2357,18,non
4864-2357,26,non
494-2357,22,non
2357-2638,24,non
4738-2357,23,non
19709-2357,28,non
176-2357,41,non
6195-2357,26,non
4478-2357,19,non
4797-1010,33,non
3412-1010,161,non
19603-1010,33,non
1010-6155,30,non
132738-1010,23,non
4686-1010,126,non
4496-1010,126,friends
10388-1010,174,non
444-1010,145,friends
43679-1010,79,friends
2211-1010,119,friends
1786-1010,53,non
179156-1010,82,non
2500-1010,40,non
3349-1010,58,non
436-1010,53,friends
1010-49386,60,non
3165-1010,36,non
2344-1010,59,non
117729-1010,92,non
106584-1010,38,non
98-1010,34,non
12876-1010,49,non
1010-2252,64,non
3342-1010,26,non
408-1010,66,non
10764-2193,29,non
10764-446,19,non
10764-11060,34,non
10764-753,40,non
10764-10727,35,non
10764-19294,38,non
10764-116441,37,non
10764-48892,38,non
10764-53,75,non
4302-10764,118,non
10764-3003,19,non
10764-3395,24,non
10764-3463,51,non
10764-4466,93,non
2355-10764,33,non
4815-10764,48,non
1346-10764,22,non
10764-457,49,non
10764-12788,11,non
10764-29557,16,non
4368-10764,69,non
10764-10582,61,non
10764-10624,34,non
4855-10764,51,non
177-10764,44,non
158-10764,12,non
170-10764,27,non
10764-4489,12,non
10764-3440,23,non
10764-10938,21,non
6199-10764,22,non
41069-10764,17,non
10764-3295,40,non
4936-10764,69,non
10764-472,39,non
124-10764,35,non
10764-135,22,non
10764-10467,37,non
10764-3425,18,non
10764-3336,31,non
10764-494,21,non
313-10764,20,non
176-10764,20,non
10764-6278,30,non
10764-6195,41,non
4478-10764,30,non
510-10764,21,non
221-10764,16,non
15281-10764,18,non
39612-39579,42,non
19074-39579,48,non
10971-39579,57,non
2360-39579,59,non
39561-39579,23,non
2398-39579,48,non
1400-39579,25,non
4956-39579,36,non
10911-39579,34,non
39556-39579,35,non
1468-39579,70,friends
4947-39579,26,non
39729-39579,60,non
111011-39579,71,non
175-39579,28,non
109236-39579,41,non
379-39579,20,non
105321-39579,46,non
18931-39579,45,non
110523-39579,37,non
39613-39579,54,non
25059-39579,21,non
1100-39579,36,non
10904-39579,37,non
39579-111026,31,non
39745-39579,42,non
110717-39579,31,non
16464-39579,25,non
588-786,37,non
446-786,63,non
11060-786,38,non
4794-786,29,non
786-111,103,friends
786-10727,20,non
4806-786,37,non
3631-786,81,non
786-4929,29,non
786-3328,36,non
486-786,30,non
401-786,26,friends
786-3003,37,non
3935-786,16,non
19404-786,31,non
48860-786,63,non
786-10837,36,non
3273-786,23,non
18898-786,40,non
786-3252,112,non
786-49624,49,non
786-14446,37,non
11097-786,23,non
3682-786,57,non
436-786,36,non
4678-786,25,non
350-786,24,non
786-41069,32,non
4318-786,26,non
3165-786,18,non
124-786,21,non
786-10812,20,non
4793-786,37,friends
786-3667,34,non
786-4923,42,non
267-786,33,non
786-573,18,non
11096-786,33,non
521-786,21,non
12876-786,34,non
786-3129,13,non
786-131,34,non
6116-786,25,non
490-786,23,non
786-19544,11,non
313-786,21,non
533-786,27,non
5717-786,19,non
4517-786,20,non
101-786,28,non
786-11295,16,non
786-2241,25,non
1542-2341,63,non
446-1542,33,non
854-1542,86,friends
551-1542,45,non
3222-1542,38,non
4806-1542,54,non
11067-1542,136,non
491-1542,35,friends
